proposal_id,objective,family,family_name,class,overview,rationale,test_method,variation
B0508,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_usdjpy_m15;sca_gbpjpy_m15;carry_audjpy_d1
A0509,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_usdjpy_m15;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd
B0509,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_eurusd_h1;sca_usdjpy_m15;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1
A0510,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_gbpusd_h4;sca_usdjpy_m15;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1
B0510,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;pairtrade_eurusd_gbpusd;carry_audjpy_d1
A0511,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_gbpjpy_m15;carry_audjpy_d1
B0511,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd
A0512,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_usdjpy_m15;carry_audjpy_d1
B0512,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_usdjpy_m15;pairtrade_eurusd_gbpusd
A0513,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_usdjpy_m15;sca_gbpjpy_m15
B0513,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1
A0514,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;sca_usdjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1
B0514,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;sca_usdjpy_m15;sca_gbpjpy_m15;carry_audjpy_d1
A0515,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;sca_usdjpy_m15;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd
B0515,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_gbpusd_h4;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1
A0516,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_gbpusd_h4;sca_usdjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1
B0516,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_gbpusd_h4;sca_usdjpy_m15;sca_gbpjpy_m15;carry_audjpy_d1
A0517,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_gbpusd_h4;sca_usdjpy_m15;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd
B0517,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;sca_usdjpy_m15;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1
A0518,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_usdjpy_m15;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1
B0518,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1
A0519,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_usdjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1
B0519,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_usdjpy_m15;sca_gbpjpy_m15;carry_audjpy_d1
A0520,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_usdjpy_m15;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd
B0520,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;sca_usdjpy_m15;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1
A0521,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_gbpusd_h4;sca_usdjpy_m15;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1
B0521,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_usdjpy_m15;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1
A0522,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_usdjpy_m15;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1
B0522,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_usdjpy_m15;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1
A0523,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_usdjpy_m15;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1
B0523,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1
A0524,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_usdjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1
B0524,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_usdjpy_m15;sca_gbpjpy_m15;carry_audjpy_d1
A0525,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_usdjpy_m15;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd
B0525,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;sca_usdjpy_m15;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1
A0526,A,A_composition_oanda,OANDA口座の枠構成再設計,1,純利益/PFを保つ枠だけに絞る,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_gbpusd_h4;sca_usdjpy_m15;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1
B0526,B,B_composition_oanda,OANDA口座の枠構成再設計,1,損失タイミングが重なる枠を外してDDを下げる,独立EAの発注列は他枠の有無で変わらないため、実MT5 dealの口座合算で正確に比較可能,各本番EAの実バックテストdealをIS/OOS別に時系列合算。SCA元実行はevery_tick,OANDA: pullback_usdjpy_h4;pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_usdjpy_m15;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1
A0527,A,A_loss_cluster_gate,同時損失クラスタ予測,3,利益機会を増やす検証専用機能 #1,直近の実現損失・含み損・方向集中から新規建てを抑制,過去deal後処理ではなくEA内point-in-time状態でIS/OOS実測,target=pullback_usdjpy_h4; design_variant=1; objective=A
A0528,A,A_gold_cause,GOLD DD要因別制御,3,利益機会を増やす検証専用機能 #1,トレンド逆行・窓・スプレッド・夜間急変・連敗を別々に制御,検証専用GOLD EAをevery_tickで要因別アブレーション,target=sca_gbpjpy_m15; design_variant=1; objective=A
A0529,A,A_crypto_cause,暗号DD要因別制御,3,利益機会を増やす検証専用機能 #1,Funding/Bfx/ETHの共通急落・流動性・資金調達率反転を分離,検証専用EAとpoint-in-time外部系列で両期間テスト,target=fundingrev_btcusd_d1; design_variant=1; objective=A
A0530,A,A_decorrelated_time,低相関時間帯への分散,3,利益機会を増やす検証専用機能 #1,既存の単純時間除外ではなく枠ごとに損失重複を最小化する独立シグナル,時刻を事前固定しEA内で発注、SCAはevery_tick,target=sca_usdjpy_m15; design_variant=1; objective=A
A0531,A,A_risk_budget,限界DDリスク予算,3,利益機会を増やす検証専用機能 #1,単独DDではなく同時系列の限界Expected Shortfallで整数ロットを配分,整数ロット候補ごとに実バックテスト後、口座portfolio,target=bfxrev_btcusd_d1; design_variant=1; objective=A
A0532,A,A_equity_brake,口座共通エクイティブレーキ,3,利益機会を増やす検証専用機能 #1,口座ピークからのDD段階に応じて新規発注を止める,共有状態を持つ検証EAで順序依存を含め実測,target=rsi_robust_gbpusd_h4; design_variant=1; objective=A
A0533,A,A_recovery_state,DD回復状態機械,3,利益機会を増やす検証専用機能 #1,停止後の即時再開を避け、相場状態確認後に段階復帰,複数閾値・待機期間をEA内で実測,target=eth_ea_d1; design_variant=1; objective=A
A0534,A,A_tail_hedge,テールヘッジ枠,3,利益機会を増やす検証専用機能 #1,JPY急騰、GOLD急落、暗号急落の口座固有テールを別シグナルで相殺,専用EAを単独IS/OOS後に口座portfolio,target=rsi_robust_eurusd_h1; design_variant=1; objective=A
A0535,A,A_vol_target,離散ボラ目標,3,利益機会を増やす検証専用機能 #1,0.01ロット刻みで実効値が変わる時だけサイズ変更,各整数ロットをMT5で再実測し重複を排除,target=sca_gold_m15; design_variant=1; objective=A
A0536,A,A_capital_split,動的資金分離,3,利益機会を増やす検証専用機能 #1,OANDA/XM間の資金を月次のみ再配分し破産連鎖を避ける,月初残高だけを参照する二口座ウォークフォワードEA/運用層,target=rsi_robust_usdjpy_h4; design_variant=1; objective=A
A0537,A,A_gold_exit,GOLDテール退出,3,利益機会を増やす検証専用機能 #1,通常TP/SLとは別にギャップ・ATR加速・保有時間の複合退出,検証専用コピーをevery_tickで両期間測定,target=pullback_gold_h4; design_variant=1; objective=A
A0538,A,A_crypto_exit,暗号テール退出,3,利益機会を増やす検証専用機能 #1,D1終値待ちによる急落DDをイントラバー危機退出で抑える,M1/tick参照の専用コピーで実測,target=pullback_audjpy_h4; design_variant=1; objective=A
A0539,A,A_loss_cluster_gate,同時損失クラスタ予測,3,利益機会を増やす検証専用機能 #2,直近の実現損失・含み損・方向集中から新規建てを抑制,過去deal後処理ではなくEA内point-in-time状態でIS/OOS実測,target=carry_audjpy_d1; design_variant=2; objective=A
A0540,A,A_gold_cause,GOLD DD要因別制御,3,利益機会を増やす検証専用機能 #2,トレンド逆行・窓・スプレッド・夜間急変・連敗を別々に制御,検証専用GOLD EAをevery_tickで要因別アブレーション,target=pullback_gbpjpy_h4; design_variant=2; objective=A
A0541,A,A_crypto_cause,暗号DD要因別制御,3,利益機会を増やす検証専用機能 #2,Funding/Bfx/ETHの共通急落・流動性・資金調達率反転を分離,検証専用EAとpoint-in-time外部系列で両期間テスト,target=pairtrade_eurusd_gbpusd; design_variant=2; objective=A
A0542,A,A_decorrelated_time,低相関時間帯への分散,3,利益機会を増やす検証専用機能 #2,既存の単純時間除外ではなく枠ごとに損失重複を最小化する独立シグナル,時刻を事前固定しEA内で発注、SCAはevery_tick,target=pullback_usdjpy_h4; design_variant=2; objective=A
A0543,A,A_risk_budget,限界DDリスク予算,3,利益機会を増やす検証専用機能 #2,単独DDではなく同時系列の限界Expected Shortfallで整数ロットを配分,整数ロット候補ごとに実バックテスト後、口座portfolio,target=sca_gbpjpy_m15; design_variant=2; objective=A
A0544,A,A_equity_brake,口座共通エクイティブレーキ,3,利益機会を増やす検証専用機能 #2,口座ピークからのDD段階に応じて新規発注を止める,共有状態を持つ検証EAで順序依存を含め実測,target=fundingrev_btcusd_d1; design_variant=2; objective=A
A0545,A,A_recovery_state,DD回復状態機械,3,利益機会を増やす検証専用機能 #2,停止後の即時再開を避け、相場状態確認後に段階復帰,複数閾値・待機期間をEA内で実測,target=sca_usdjpy_m15; design_variant=2; objective=A
A0546,A,A_tail_hedge,テールヘッジ枠,3,利益機会を増やす検証専用機能 #2,JPY急騰、GOLD急落、暗号急落の口座固有テールを別シグナルで相殺,専用EAを単独IS/OOS後に口座portfolio,target=bfxrev_btcusd_d1; design_variant=2; objective=A
A0547,A,A_vol_target,離散ボラ目標,3,利益機会を増やす検証専用機能 #2,0.01ロット刻みで実効値が変わる時だけサイズ変更,各整数ロットをMT5で再実測し重複を排除,target=rsi_robust_gbpusd_h4; design_variant=2; objective=A
A0548,A,A_capital_split,動的資金分離,3,利益機会を増やす検証専用機能 #2,OANDA/XM間の資金を月次のみ再配分し破産連鎖を避ける,月初残高だけを参照する二口座ウォークフォワードEA/運用層,target=eth_ea_d1; design_variant=2; objective=A
A0549,A,A_gold_exit,GOLDテール退出,3,利益機会を増やす検証専用機能 #2,通常TP/SLとは別にギャップ・ATR加速・保有時間の複合退出,検証専用コピーをevery_tickで両期間測定,target=rsi_robust_eurusd_h1; design_variant=2; objective=A
A0550,A,A_crypto_exit,暗号テール退出,3,利益機会を増やす検証専用機能 #2,D1終値待ちによる急落DDをイントラバー危機退出で抑える,M1/tick参照の専用コピーで実測,target=sca_gold_m15; design_variant=2; objective=A
A0551,A,A_loss_cluster_gate,同時損失クラスタ予測,3,利益機会を増やす検証専用機能 #3,直近の実現損失・含み損・方向集中から新規建てを抑制,過去deal後処理ではなくEA内point-in-time状態でIS/OOS実測,target=rsi_robust_usdjpy_h4; design_variant=3; objective=A
A0552,A,A_gold_cause,GOLD DD要因別制御,3,利益機会を増やす検証専用機能 #3,トレンド逆行・窓・スプレッド・夜間急変・連敗を別々に制御,検証専用GOLD EAをevery_tickで要因別アブレーション,target=pullback_gold_h4; design_variant=3; objective=A
A0553,A,A_crypto_cause,暗号DD要因別制御,3,利益機会を増やす検証専用機能 #3,Funding/Bfx/ETHの共通急落・流動性・資金調達率反転を分離,検証専用EAとpoint-in-time外部系列で両期間テスト,target=pullback_audjpy_h4; design_variant=3; objective=A
A0554,A,A_decorrelated_time,低相関時間帯への分散,3,利益機会を増やす検証専用機能 #3,既存の単純時間除外ではなく枠ごとに損失重複を最小化する独立シグナル,時刻を事前固定しEA内で発注、SCAはevery_tick,target=carry_audjpy_d1; design_variant=3; objective=A
A0555,A,A_risk_budget,限界DDリスク予算,3,利益機会を増やす検証専用機能 #3,単独DDではなく同時系列の限界Expected Shortfallで整数ロットを配分,整数ロット候補ごとに実バックテスト後、口座portfolio,target=pullback_gbpjpy_h4; design_variant=3; objective=A
A0556,A,A_equity_brake,口座共通エクイティブレーキ,3,利益機会を増やす検証専用機能 #3,口座ピークからのDD段階に応じて新規発注を止める,共有状態を持つ検証EAで順序依存を含め実測,target=pairtrade_eurusd_gbpusd; design_variant=3; objective=A
A0557,A,A_recovery_state,DD回復状態機械,3,利益機会を増やす検証専用機能 #3,停止後の即時再開を避け、相場状態確認後に段階復帰,複数閾値・待機期間をEA内で実測,target=pullback_usdjpy_h4; design_variant=3; objective=A
A0558,A,A_tail_hedge,テールヘッジ枠,3,利益機会を増やす検証専用機能 #3,JPY急騰、GOLD急落、暗号急落の口座固有テールを別シグナルで相殺,専用EAを単独IS/OOS後に口座portfolio,target=sca_gbpjpy_m15; design_variant=3; objective=A
A0559,A,A_vol_target,離散ボラ目標,3,利益機会を増やす検証専用機能 #3,0.01ロット刻みで実効値が変わる時だけサイズ変更,各整数ロットをMT5で再実測し重複を排除,target=fundingrev_btcusd_d1; design_variant=3; objective=A
A0560,A,A_capital_split,動的資金分離,3,利益機会を増やす検証専用機能 #3,OANDA/XM間の資金を月次のみ再配分し破産連鎖を避ける,月初残高だけを参照する二口座ウォークフォワードEA/運用層,target=sca_usdjpy_m15; design_variant=3; objective=A
A0561,A,A_gold_exit,GOLDテール退出,3,利益機会を増やす検証専用機能 #3,通常TP/SLとは別にギャップ・ATR加速・保有時間の複合退出,検証専用コピーをevery_tickで両期間測定,target=bfxrev_btcusd_d1; design_variant=3; objective=A
